LOCATION_ADDRESS,Latitude,Longitude,YEAR
"89 Church Ave., Toronto, ON, M2N 6C9",43.774732,-79.4086201,2023
"92 Peter St, Toronto, ON, M5V 2G5",43.64696989999999,-79.3932324,2023
"95 Wellesley St E, Toronto, ON, M4Y 2X9",43.6658254,-79.3792474,2023
"962 Bloor St W, Toronto, ON, M6H 1L6",43.6615816,-79.4288981,2023
"973 Lansdowne Ave, Toronto, ON, M6H 3Z5",43.6661036,-79.4460191,2023
"100 Lippincott St, Toronto, ON, M5S 2P1",43.6576786,-79.40705609999999,2024
"101 Ontario St, Toronto, ON, M5A 2V2",43.6545597,-79.3665735,2024
"101 Placer Ct, Toronto, ON, M2H 3H9",43.8020246,-79.341403,2024
"1059 College Street, Toronto, ON, M6H 1B1",43.652684,-79.4308073,2024
"107 Jarvis St, Toronto, ON, M5C 2H4",43.6523669,-79.3722725,2024
"1076 Pape Ave, Toronto, ON, M4K 3W5",43.6909102,-79.34966279999999,2024
"111 Spadina Rd, Toronto, ON, M5R 2T1",43.67119,-79.4053326,2024
"1161 Caledonia Rd, Toronto, ON, M6A 2W9",43.7156521,-79.4666149,2024
"12 Holmes Ave, Toronto, ON, M2N 4N4",43.77829,-79.41425,2024
"1229 Ellesmere Rd, Toronto, ON, M1P 4V8",43.76828219999999,-79.2674466,2024
"126 Pape Ave, Toronto, ON, M4M 2V8",43.66282229999999,-79.33854560000002,2024
"129 Peter St, Toronto, ON, M5V 2H3",43.6487063,-79.3931334,2024
"135 Sherbourne St, Toronto, ON, M5A 2R5",43.65529189999999,-79.3690019,2024
"136 Spadina Rd, Toronto, ON, M5R 2T8",43.6731171,-79.4066679,2024
"14 Roncesvalles Ave, Toronto, ON, M6R 2K3",43.6391128,-79.4465075,2024
"14 Vaughan Rd, Toronto, ON, M6G 2N1",43.681428,-79.4183468,2024
"165 Grange Ave, Toronto, ON, M5T 2V5",43.6509088,-79.4013362,2024
"1651 Sheppard Ave W, Toronto, ON, M3M 2X4",43.74063719999999,-79.49416029999999,2024
"1677 Wilson Ave, North York, ON, M3L 1A5",43.718533,-79.5145757,2024
"185 Yorkland Blvd, North York, ON, M2J 4R2",43.771263,-79.335442,2024
"189B Booth Ave, Toronto, ON, M4M 2M5",43.6600165,-79.3429848,2024
"191 Spadina Rd, Toronto, ON, M5R 2T9",43.6736075,-79.4063139,2024
"195 Princes' Blvd, Toronto, ON, M6K 3C3",43.6316671,-79.42069479999999,2024
"1A Strachan Ave, Toronto, ON, M6K 3C3",43.6354622,-79.408818,2024
"20 Gerrard St E, Toronto, ON, M5B 2P3",43.65934559999999,-79.3814705,2024
"20 Milner Business Ct, Scarborough, ON, M1B 3M6",43.7878795,-79.2356389,2024
"2035 Kennedy Rd, Scarborough, ON, M1T 3G2",43.7769564,-79.2829241,2024
"21 McGill St, Toronto, ON, M5B 1H3",43.6599801,-79.3813843,2024
"21 Park Rd, Toronto, ON, M4W 2N1",43.6720826,-79.3844397,2024
"21 Walmer Rd, Toronto, ON, M5R 2W7",43.6679227,-79.4054907,2024
"22 Metropolitan Rd, Toronto, ON, M1R 2T5",43.767469,-79.30207899999999,2024
"26 Gerrard St E, Toronto, ON, M5B 1G3",43.6594865,-79.3810178,2024
"26 Vaughan Rd, Toronto, ON, M6G 2C4",43.6818271,-79.4188119,2024
"2671 Islington Ave, Toronto, ON, M9V 2X6",43.7393109,-79.5658217,2024
"2714 Danforth Ave, Toronto, ON, M4C 1L7",43.6891847,-79.29827139999999,2024
"2808 Dundas St W, Toronto, ON, M6P 1Y5",43.665635,-79.4631838,2024
"291 Sherbourne St, Toronto, ON, M5A 2R9",43.66057139999999,-79.3714147,2024
"29A Leslie St, Toronto, ON, M4M 3C3",43.66190400000001,-79.3293515,2024
"3306 Kingston Rd, Toronto, ON, M1M 1P8",43.7342249,-79.2234829,2024
"335 Jarvis St, Toronto, ON, M5B 2C2",43.6604029,-79.3753751,2024
"339 George St, Toronto, ON, M5A 2N2",43.6595825,-79.3739208,2024
"3410 Bayview Ave, Toronto, ON, M2M 3S3",43.7979694,-79.3954669,2024
"346 Spadina Ave., Toronto, ON, M5T 1J5",43.6541824,-79.3989362,2024
"348 Davenport Road, Toronto, ON, M5R 1K6",43.6754118,-79.4013331,2024
"349 George St, Toronto, ON, M5A 2N2",43.6601215,-79.37430669999999,2024
"35 Sydenham St, Toronto, ON, M5A 4H5",43.6567211,-79.3624674,2024
"351 Lake Shore Blvd E, Toronto, ON, M5A 1C1",43.6478428,-79.35934739999999,2024
"354 George St, Scarborough, ON, M5A 2N3",43.6594145,-79.3745325,2024
"3576 St Clair Ave E, Toronto, ON, M1K 1M2",43.717528,-79.2581094,2024
"360 Lesmill Rd, Toronto, ON, M3B 2T5",43.7633532,-79.3609489,2024
"3600 Steeles Ave W, Vaughan, ON, L4L 8P5",43.772108,-79.538326,2024
"38 Bathurst St, Toronto, ON, M5V 3W3",43.6411174,-79.4027393,2024
"386 Dundas St E, Toronto, ON, M5A 2A5",43.65911819999999,-79.3681586,2024
"4117 Lawrence Ave E, Scarborough, ON, M1E 2S2",43.7662585,-79.1935325,2024
"412 Queen St E, Toronto, ON, M5A 1T3",43.6562539,-79.36250249999999,2024
"422 Gilbert Ave, Toronto, ON, M6E 4X3",43.6893746,-79.46237699999999,2024
"4222 Kingston Rd, Toronto, ON, M1E 2M6",43.7609599,-79.1968644,2024
"43 Christie St, Toronto, ON, M6G 3B1",43.665203,-79.4188573,2024
"445 Rexdale Blvd, Etobicoke, ON, M9W 6P8",43.7160751,-79.59378079999999,2024
"4540 Kingston Rd, Toronto, ON, M1E 2N8",43.7722894,-79.1858602,2024
"4584 Kingston Rd, Scarborough, ON, M1E 2P4",43.7746327,-79.1839284,2024
"4674 Kingston Rd, Toronto, ON, M1E 2P9",43.7771153,-79.1736301,2024
"490 Sherbourne St, Toronto, ON, M4X 1K9",43.6676381,-79.3752523,2024
"50 Estate Dr, Scarborough, ON, M1H 2Z1",43.7831074,-79.2356491,2024
"502 Spadina Ave, Toronto, ON, M5S 2H1",43.6586509,-79.4007969,2024
"512 Jarvis St, Toronto, ON, M4Y 2H6",43.6676283,-79.37931329999999,2024
"545 Lake Shore Blvd W, Toronto, ON, M5V 1A3",43.6364449,-79.3987569,2024
"55 Hallcrown Pl, North York, ON, M2J 4R1",43.7692973,-79.3221634,2024
"55 John St, Toronto, ON, M5V 3C6",43.6460888,-79.388966,2024
"5515 Eglinton Ave West, Toronto, ON, M9C5K5",43.652283,-79.6009981,2024
"556 Sherbourne St, Toronto, ON, M4X 1L4",43.6700332,-79.37612229999999,2024
"558 Bathurst St, Toronto, ON, M5S 2P9",43.6584807,-79.40883029999999,2024
"5800 Yonge St, North York, ON, M2M 3T3",43.7842276,-79.4168224,2024
"6 Warrendale Ct, Etobicoke, ON, M9V 1P9",43.7363097,-79.58040369999999,2024
"60 Brant St, Toronto, ON, M5V 3G9",43.647331200000004,-79.3987294,2024
"60 Newcastle St, Toronto, ON, M8Y 1A3",43.6182521,-79.497208,2024
"616 Vaughan Rd, Toronto, ON, M6C 2R5",43.6918507,-79.4398908,2024
"640 Dixon Rd., Toronto, ON, M9W 1J1",43.6921903,-79.576591,2024
"65 Dundas St E, Toronto, ON, M5B 2G8",43.656092,-79.37840949999999,2024
"66 Norfinch Dr, North York, ON, M3N 1X1",43.7572275,-79.52917699999999,2024
"67 Adelaide St E, Toronto, ON, M5C 1K6",43.6509084,-79.37510879999999,2024
"674 Dundas St W, Toronto, ON, M5H 1H9",43.65197209999999,-79.40368409999999,2024
"69 Fraser Ave, Toronto, ON, M6K 1E9",43.6378666,-79.423853,2024
"7 Vanauley St, Toronto, ON, M5T 2V9",43.6488502,-79.3982647,2024
"70 Denison Ave, Toronto, ON, M5T 2M8",43.6502279,-79.4017715,2024
"70 Gerrard St E, Toronto, ON, M5B 1G6",43.6600489,-79.37831249999999,2024
"702 Kennedy Rd, Toronto, ON, M1K 2B5",43.7279534,-79.26765759999999,2024
"705 Progress Ave, Toronto, ON, M1H 2X1",43.777729,-79.24722299999999,2024
"731 Runnymede Rd, Toronto, ON, M6N 3V7",43.66840089999999,-79.4827373,2024
"747 Warden Ave, Scarborough, ON, M1L 4A1",43.71785269999999,-79.2828583,2024
"75 Elizabeth Street, Toronto, ON, M5G 1P4",43.6542083,-79.3845408,2024
"76 Church St, Toronto, ON, M5C 2G1",43.6506756,-79.3751353,2024
"77 Ryerson Ave, Toronto, ON, M5T 2V4",43.6500729,-79.4025312,2024
"80 Woodlawn Ave E, Toronto, ON, M4T 1C1",43.6846902,-79.3898478,2024
"850 Bloor St W, Toronto, ON, M6G 1M2",43.6624214,-79.4242007,2024
"87 Pembroke St, Toronto, ON, M5A 2N9",43.65921900000001,-79.37235129999999,2024
"885 Scarborough Golf Club Road, Toronto, ON, M1G 1J6",43.77281,-79.21923629999999,2024
"95 Wellesley St E, Toronto, ON, M4Y 2X9",43.6658254,-79.3792474,2024
"962 Bloor St W, Toronto, ON, M6H 1L6",43.6615816,-79.4288981,2024
"970 Dixon Rd, Toronto, ON, M9W 1 J",43.686912,-79.59987459999999,2024
"973 Lansdowne Ave, Toronto, ON, M6H 3Z5",43.6661036,-79.4460191,2024
